aklimatisasi	aʔlimatisasi
akmal	aʔmal
akomodasi	akomodasi
akomodatif	akomodatif
akor	akor
akordeon	akordeon
akrab	aʔrab
akrabnya	aʔrabɲa
akreditasi	aʔreditasi
akrilik	aʔriliʔ
akrobat	aʔrobat
akrobatik	aʔrobatiʔ
akronim	aʔronim
aksa	aʔsa
aksara	aʔsara
aksarawan	aʔsarawan
aksarawati	aʔsarawati
akselerasi	aʔselərasi
akselerator	aʔselərator
aksen	aʔsen
aksentuasi	aʔsentuasi
aksep	aʔsep
akseptabel	aʔseptabəl
akseptasi	aʔseptasi
akseptor	aʔseptor
akses	aʔses
aksesibilitas	aʔsesibilitas
aksi	aʔsi
aksidental	aʔsidental
aksioma	aʔsioma
aksiomatis	aʔsiomatis
aksis	aʔsis
akson	aʔson
akta	aʔta
aktentas	aʔtəntas
aktif	aʔtif
aktiva	aʔtiva
aktivis	aʔtivis
aktivitas	aʔtivitas
aktor	aʔtor
aktris	aʔtris
aktual	aʔtual
aktualisasi	aʔtualisasi
aktuaria	aʔtuaria
aktuaris	aʔtuaris
akuades	akuades
akuaduk	akuaduʔ
aku	aku
akuakultur	akuakultur
akuan	akuan
akuarel	akuarel
akuarium	akuarium
akui	akui
akuifer	akuifer
akuisisi	akuisisi
akuk	akuʔ
akulah	akulah
akulturasi	akulturasi
akumulasi	akumulasi
akumulatif	akumulatif
akumulator	akumulator
akun	akun
akuntan	akuntan
akuntansi	akuntansi
akupunktur	akupunʔtur
akupunkturis	akupunʔturis
akur	akur
akurasi	akurasi
akurat	akurat
akusatif	akusatif
akustika	akustika
akustik	akustiʔ
akut	akut
akwal	aʔwal
ala	ala
alabangka	alabaŋka
alabio	alabio
alaf	alaf
alah	alah
alahan	alahan
alai	alai
alaihi	alaihi
alaika	alaika
alaikum	alaikum
alak	alaʔ
al	al
alamak	alamaʔ
alam	alam
alamanda	alamanda
alamas	alamas
alamat	alamat
alamatulhayat	alamatulhajat
alamiah	alamiah
alami	alami
alamin	alamin
alamnya	alamɲa
alan	alan
alang	alaŋ
alangan	alaŋan
alangkah	alaŋkah
alap	alap
alarm	alarm
alas	alas
alasan	alasan
alat	alat
alau	alau
albas	albas
albino	albino
album	album
albumen	albumen
alegori	alegori
alegoris	alegoris
alem	aləm
aleman	aləman
alergen	alergen
alergi	alergi
alergis	alergis
alfa	alfa
alfabet	alfabet
alfabetis	alfabetis
alf	alf
alfu	alfu
alga	alga
algojo	algodʒo
algoritma	algoritma
algoritme	algoritmə
alhamdulillah	alhamdulillah
alhasil	alhasil
aliah	aliah
ali	ali
aliansi	aliansi
alias	alias
alibi	alibi
alienasi	alienasi
alif	alif
alif-ba-ta	alif-ba-ta
alifbata	alifbata
alih	alih
alihan	alihan
alik	aliʔ
alim	alim
alimbubu	alimbubu
alimentasi	alimentasi
alimiah	alimiah
alimiat	alimiat
alin	alin
alinea	alinea
aling	aliŋ
alingan	aliŋan
alip	alip
alir	alir
aliran	aliran
alis	alis
alit	alit
aliterasi	alitərasi
aljabar	aldʒabar
alkah	alkah
alkali	alkali
alkaloid	alkaloid
alkamar	alkamar
alkari	alkari
alkasyaf	alkasjaf
alkausar	alkausar
alkena	alkena
alkisah	alkisah
alkohol	alkohol
alkoholisme	alkoholismə
alku	alku
allah	allah
almalun	almalun
almamater	almamater
almanak	almanaʔ
almarhumah	almarhumah
almarhum	almarhum
almari	almari
almuazam	almuazam
almukhlis	almuʔhlis
alofon	alofon
alokasi	alokasi
alomorf	alomorf
alon	alon
alot	alot
alpa	alpa
alpaka	alpaka
alperes	alperes
alpukah	alpukah
altar	altar
alternasi	altərnasi
alternatif	alternatif
alternator	altərnator
altimeter	altimetər
alto	alto
altruis	altruis
altruisme	altruismə
altruistis	altruistis
alu	alu
aluan	aluan
alum	alum
aluminium	aluminium
alumni	alumni
alumnus	alumnus
alun	alun
alunan	alunan
alung	aluŋ
alup	alup
alur	alur
al-ur'an	al-urʔan
aluran	aluran
alurnya	alurɲa
aluvial	aluvial
aluvium	aluvium
alwah	alwah
alwasi	alwasi
ama	ama
amabakdu	amabaʔdu
amah	amah
amal	amal
amalan	amalan
amalannya	amalanɲa
amalgam	amalgam
amalgamasi	amalgamasi
amaliah	amaliah
amali	amali
am	am
amanah	amanah
aman	aman
amanat	amanat
amandel	amandəl
amang	amaŋ
amantu	amantu
amarah	amarah
amarahnya	amarahɲa
amar	amar
amaran	amaran
amat	amat
amatan	amatan
amatir	amatir
amatirisme	amatirismə
amatlah	amatlah
amatur	amatur
ambah	ambah
ambai	ambai
ambaian	ambaian
ambak	ambaʔ
ambal	ambal
ambalan	ambalan
ambang	ambaŋ
ambar	ambar
ambarau	ambarau
ambasade	ambasadə
ambasador	ambasador
ambau	ambau
ambeien	ambeiən
ambek	ambəʔ
ambekan	ambəkan
ambet	ambət
ambigu	ambigu
ambiguitas	ambiguitas
ambil	ambil
ambilan	ambilan
ambilkan	ambilkan
ambin	ambin
ambinan	ambinan
ambing	ambiŋ
ambingkan	ambiŋkan
ambisi	ambisi
ambisius	ambisius
ambivalen	ambivalen
ambivalensi	ambivalensi
amblas	amblas
amblek	ambləʔ
ambles	ambləs
amboi	amboi
ambreng	ambrəŋ
ambrol	ambrol
ambruk	ambruʔ
ambu	ambu
ambuh	ambuh
ambul	ambul
ambulans	ambulans
ambung	ambuŋ
amburadul	amburadul
ambur	ambur
ambyar	ambjar
ameba	ameba
amebiasis	amebiasis
ameliorasi	ameliorasi
amen	amen
amendemen	amendəmen
amerta	amərta
ametis	amətis
amfetamin	amfetamin
amfibi	amfibi
amfiteater	amfiteatər
ami	ami
amikal	amikal
amil	amil
amilase	amilasə
amina	amina
amin	amin
amino	amino
amir	amir
amirulbahar	amirulbahar
amirulhaj	amirulhadʒ
amirulmukminin	amirulmuʔminin
amis	amis
amit	amit
amko	amko
amnesia	amnesia
amnesti	amnesti
amoi	amoi
amonia	amonia
amonium	amonium
amoral	amoral
amorf	amorf
amortisasi	amortisasi
ampai	ampai
ampaian	ampaian
ampang	ampaŋ
ampas	ampas
ampat	ampat
ampe	ampe
ampean	ampean
ampek	ampəʔ
ampela	ampəla
ampelas	ampəlas
ampere	amperə
amplifikasi	amplifikasi
amplitudo	amplitudo
amplop	amplop
ampo	ampo
amprok	amproʔ
ampu	ampu
ampuh	ampuh
ampuk	ampuʔ
ampul	ampul
ampun	ampun
ampunan	ampunan
amput	amput
amputan	amputan
amputasi	amputasi
amra	amra
amri	amri
amril	amril
amsal	amsal
amtenar	amtənar
amuh	amuh
amuk	amuʔ
amukan	amukan
amulet	amulet
amung	amuŋ
amunisi	amunisi
ana	ana
anabolisme	anabolismə
anaerob	anaerob
anaerobik	anaerobiʔ
anafilaksis	anafilaʔsis
anafora	anafora
anafrodisiak	anafrodisiaʔ
anai	anai
anak	anaʔ
anakan	anakan
anakku	anaʔku
anakmu	anaʔmu
anaknya	anaʔɲa
anakronisme	anaʔronismə
anakronistis	anaʔronistis
anal	anal
analekta	analeʔta
analgesik	analgesiʔ
analis	analis
analisis	analisis
analitis	analitis
analog	analog
analogi	analogi
ananda	ananda
anang	anaŋ
anani	anani
anarki	anarki
anarkis	anarkis
anarkisme	anarkismə
anarkistis	anarkistis
anas	anas
anasional	anasional
anasir	anasir
anatomi	anatomi
anatomis	anatomis
anbia	anbia
anca	antʃa
ancai	antʃai
ancak	antʃaʔ
ancala	antʃala
ancaman	antʃaman
ancam	antʃam
ancangan	antʃaŋan
ancang	antʃaŋ
ancar	antʃar
ancoa	antʃoa
ancol	antʃol
ancuk	antʃuʔ
-anda	-anda
anda	anda
andaian	andaian
andai	andai
andainya	andaiɲa
andaka	andaka
andak	andaʔ
andalan	andalan
andal	andal
andalas	andalas
andalkan	andalkan
andaman	andaman
andam	andam
andan	andan
andang	andaŋ
andapita	andapita
andar	andar
andeng	andəŋ
anderak	andəraʔ
andesit	andesit
andewi	andewi
andika	andika
andiko	andiko
andil	andil
andilau	andilau
andok	andoʔ
andong	andoŋ
andrawina	andrawina
androgen	androgen
andrologi	andrologi
anduhan	anduhan
anduh	anduh
andun	andun
andung	anduŋ
andur	andur
aneh	aneh
anehnya	anehɲa
aneka	aneka
aneksasi	aneʔsasi
anemer	anemər
anestesi	anestesi
anestesiolog	anestesiolog
anfas	anfas
angah	aŋah
angan	aŋan
angankan	aŋankan
angannya	aŋanɲa
angga	aŋga
anggai	aŋgai
anggak	aŋgaʔ
anggal	aŋgal
anggan	aŋgan
anggapan	aŋgapan
anggap	aŋgap
anggara	aŋgara
anggaran	aŋgaran
anggar	aŋgar
anggarannya	aŋgaranɲa
anggerka	aŋgərka
anggitan	aŋgitan
anggit	aŋgit
angglap	aŋglap
anggota	aŋgota
anggrek	aŋgreʔ
anggrekwan	aŋgreʔwan
angguh	aŋguh
anggukan	aŋgukan
angguk	aŋguʔ
anggul	aŋgul
anggun	aŋgun
anggung	aŋguŋ
angguran	aŋguran
anggur	aŋgur
anggut	aŋgut
anghun	aŋhun
angina	aŋina
angin	aŋin
angit	aŋit
angka	aŋka
angkak	aŋkaʔ
angkal	aŋkal
angkanya	aŋkaɲa
angkara	aŋkara
angkasa	aŋkasa
angkasawan	aŋkasawan
angkasawati	aŋkasawati
angkatan	aŋkatan
angkat	aŋkat
angkatnya	aŋkatɲa
angkel	aŋkel
angker	aŋkər
angket	aŋket
angkin	aŋkin
angkit	aŋkit
angklung	aŋʔluŋ
angkong	aŋkoŋ
angkringan	aŋʔriŋan
angkring	aŋʔriŋ
angku	aŋku
angkuh	aŋkuh
angkuk	aŋkuʔ
angkup	aŋkup
angkur	aŋkur
angkutan	aŋkutan
angkut	aŋkut
anglap	aŋlap
angler	aŋlər
anglo	aŋlo
anglong	aŋloŋ
anglung	aŋluŋ
angonan	aŋonan
angon	aŋon
angop	aŋop
angot	aŋot
angpau	aŋpau
angsa	aŋsa
angsana	aŋsana
angsoka	aŋsoka
angsu	aŋsu
angsuran	aŋsuran
angsur	aŋsur
angur	aŋur
angut	aŋut
ani	ani
aniaya	aniaja
anih	anih
animasi	animasi
animis	animis
animisme	animismə
animo	animo
anion	anion
anis	anis
anita	anita
anja	andʒa
anjakan	andʒakan
anjak	andʒaʔ
anjal	andʒal
anjang	andʒaŋ
anjangkarya	andʒaŋkarja
anjangsana	andʒaŋsana
anjar	andʒar
anjiman	andʒiman
anjing	andʒiŋ
anjir	andʒir
anjlok	andʒloʔ
anju	andʒu
anjung	andʒuŋ
anjuran	andʒuran
anjur	andʒur
anoa	anoa
anomali	anomali
anom	anom
anomi	anomi
anonim	anonim
anonimitas	anonimitas
anoreksia	anoreʔsia
anorganik	anorganiʔ
anotasi	anotasi
ansa	ansa
ansambel	ansambəl
ansar	ansar
ansari	ansari
ansur	ansur
anta	anta
antagonis	antagonis
antagonisme	antagonismə
antagonistis	antagonistis
antah	antah
antakesuma	antakəsuma
antalas	antalas
antamir	antamir
antan	antan
antap	antap
antara	antara
antarabangsa	antarabaŋsa
antaran	antaran
antar	antar
antaranya	antaraɲa
antarbangsa	antarbaŋsa
antarbenua	antarbənua
antardaerah	antardaerah
antari	antari
antariksa	antariʔsa
antariksawan	antariʔsawan
antariksawati	antariʔsawati
antarkelompok	antarkəlompoʔ
antarmaster	antarmastər
antarmolekul	antarmoləkul
antarmuka	antarmuka
antarnegara	antarnəgara
antarpribadi	antarpribadi
antarpulau	antarpulau
antarras	antarras
antarruang	antarruaŋ
antarsel	antarsel
antarsuku	antarsuku
antartika	antartika
antarwilayah	antarwilajah
antasid	antasid
antawacana	antawatʃana
antek	anteʔ
anteken	antekən
antelas	antəlas
antelop	antəlop
antem	antəm
antena	antena
antep	antəp
antero	antero
anteseden	antesedən
anti	anti
anti-beku	anti-bəku
antibeku	antibəku
antibiosis	antibiosis
antibiotik	antibiotiʔ
antibodi	antibodi
antidepresan	antidepresan
antidioksida	antidioʔsida
antienzim	antienzim
antigen	antigen
antih	antih
antihistamin	antihistamin
antijasad	antidʒasad
antik	antiʔ
anti-karat	anti-karat
antikarat	antikarat
antiklimaks	antiʔlimaʔs
antiklin	antiʔlin
antikristus	antiʔristus
antimuntah	antimuntah
anting	antiŋ
antipati	antipati
antipenawar	antipənawar
antipiretik	antipiretiʔ
antipode	antipodə
antisepsis	antisepsis
antiseptik	antiseptiʔ
antisipasi	antisipasi
antisipatif	antisipatif
antisosial	antisosial
antitank	antitanʔ
antitesis	antitesis
antitoksin	antitoʔsin
antivirus	antivirus
antiwirawan	antiwirawan
antoi	antoi
antologi	antologi
antonim	antonim
antonimi	antonimi
antop	antop
antrasit	antrasit
antrean	antrean
antre	antre
antropolog	antropolog
antropologi	antropologi
antropomorfisme	antropomorfismə
antroposentris	antroposentris
antuk	antuʔ
antul	antul
antun	antun
antung	antuŋ
antusias	antusias
antusiasme	antusiasmə
anu	anu
anugerah	anugərah
anuitas	anuitas
anulir	anulir
anumerta	anumərta
anunasika	anunasika
anus	anus
anuswara	anuswara
anutan	anutan
anut	anut
anyam	aɲam
anyaman	aɲaman
anyang	aɲaŋ
anyar	aɲar
anyelir	aɲəlir
anyir	aɲir
aorta	aorta
apaan	apaʔan
apa	apa
apabila	apabila
apakah	apakah
apakala	apakala
apak	apaʔ
apalagi	apalagi
apalah	apalah
apam	apam
apanya	apaɲa
apapun	apapun
apar	apar
aparat	aparat
aparatur	aparatur
aparatus	aparatus
apartemen	apartəmen
apartheid	apartheid
apas	apas
apatah	apatah
apati	apati
apatis	apatis
ape	ape
apek	apəʔ
apendiks	apendiʔs
apendisitis	apendisitis
apersepsi	apersepsi
apes	apəs
apian	apian
api	api
apikal	apikal
apik	apiʔ
apikultur	apikultur
apilan	apilan
apion	apion
apitan	apitan
apit	apit
apkiran	apkiran
apkir	apkir
aplaus	aplaus
aplikasi	aplikasi
aplikatif	aplikatif
aplusan	aplusan
aplus	aplus
apologetis	apologetis
apologia	apologia
apologi	apologi
apopleksi	apopleʔsi
aposisi	aposisi
apositif	apositif
aposteriori	apostəriori
apostolik	apostoliʔ
apostrof	apostrof
apotek	apoteʔ
apoteker	apotekər
apresiasi	apresiasi
apresiatif	apresiatif
apriori	apriori
aprit	aprit
apron	apron
apuh	apuh
apungan	apuŋan
apung	apuŋ
apuran	apuran
aqil	akil
ara	ara
arab	arab
arabika	arabika
arahan	arahan
arah	arah
arahnya	arahɲa
arai	arai
arakan	arakan
arak	araʔ
arakian	arakian
aral	aral
aram	aram
arang	araŋ
aransemen	aransəmen
ararut	ararut
aras	aras
arasy	arasj
arau	arau
arbab	arbab
arbei	arbei
arbiter	arbitər
arbitrase	arbitrasə
arbitrer	arbitrer
arca	artʃa
ardi	ardi
area	area
areal	areal
arek	areʔ
arem	arəm
aren	aren
arestasi	arestasi
argari	argari
argometer	argometər
argon	argon
argumen	argumen
argumentasi	argumentasi
argumentatif	argumentatif
aria	aria
arian	arian
ari	ari
arif	arif
arifin	arifin
arih	arih
arik	ariʔ
aring	ariŋ
arip	arip
arisan	arisan
aris	aris
aristokrasi	aristoʔrasi
aristokrat	aristoʔrat
aristokratis	aristoʔratis
arit	arit
aritmetika	aritmetika
arja	ardʒa
arkais	arkais
arkaisme	arkaismə
arkati	arkati
arkeolog	arkeolog
arkeologi	arkeologi
arkeologis	arkeologis
arkian	arkian
arku	arku
arloji	arlodʒi
armada	armada
arnab	arnab
arnal	arnal
arogan	arogan
arogansi	arogansi
aroma	aroma
aromatik	aromatiʔ
arombai	arombai
aronan	aronan
aron	aron
arpus	arpus
arsenal	arsənal
arsenikum	arsenikum
arsip	arsip
arsipelago	arsipelago
arsiran	arsiran
arsir	arsir
arsis	arsis
arsitek	arsiteʔ
arsitektur	arsiteʔtur
arta	arta
artefak	artəfaʔ
arteri	artəri
arteriografi	arteriografi
arteriosklerosis	arteriosʔlerosis
artesis	artesis
artetis	artetis
artian	artian
arti	arti
artifak	artifaʔ
artifisial	artifisial
artikel	artikəl
artikulasi	artikulasi
artikulator	artikulator
artileri	artiləri
artinya	artiɲa
artisan	artisan
artis	artis
artistik	artistiʔ
artisyok	artisjoʔ
artona	artona
aruan	aruan
aru	aru
aruda	aruda
aruk	aruʔ
arun	arun
arungan	aruŋan
arung	aruŋ
arus	arus
arwah	arwah
arwana	arwana
arya	arja
arzak	arzaʔ
asaan	asaʔan
asa	asa
asabat	asabat
asabiah	asabiah
asad	asad
asahan	asahan
asah	asah
asai	asai
asakan	asakan
asak	asaʔ
asalan	asalan
asal	asal
asali	asali
asalkan	asalkan
asalnya	asalɲa
asaman	asaman
asam	asam
asan	asan
asap	asap
asar	asar
as	as
asas	asas
asasi	asasi
asasnya	asasɲa
asbak	asbaʔ
asbes	asbes
asbut	asbut
ase	ase
aseksual	aseʔsual
asepsis	asepsis
aseptik	aseptiʔ
aseran	asəran
asese	asese
aset	aset
asetat	asətat
aseton	asəton
asfal	asfal
asfar	asfar
asfiksia	asfiʔsia
ashar	ashar
asia	asia
asian	asian
asi	asi
asih	asih
asil	asil
asimetris	asimetris
asimilasi	asimilasi
asimtot	asimtot
asinan	asinan
asin	asin
asing	asiŋ
asiri	asiri
asisten	asisten
asistensi	asistensi
askar	askar
askriptif	asʔriptif
asli	asli
aslinya	asliɲa
asma	asma
asmara	asmara
asmaradanta	asmaradanta
asmaragama	asmaragama
asmaraloka	asmaraloka
asnad	asnad
aso	aso
asoi	asoi
asonansi	asonansi
asong	asoŋ
asosial	asosial
asosiasi	asosiasi
asosiatif	asosiatif
aspal	aspal
asparaga	asparaga
asparagus	asparagus
aspek	aspeʔ
aspiran	aspiran
aspirasi	aspirasi
aspirat	aspirat
aspiratif	aspiratif
aspirator	aspirator
aspirin	aspirin
asprak	aspraʔ
asrama	asrama
asrar	asrar
asri	asri
assalamualaikum	assalamualaikum
astaga	astaga
astaka	astaka
astakona	astakona
astenia	astenia
aster	astər
asteroid	astəroid
astral	astral
astringen	astriŋen
astro	astro
astrolog	astrolog
astrologi	astrologi
astronaut	astronaut
astronautika	astronautika
astronom	astronom
astronomi	astronomi
asu	asu
asuhan	asuhan
asuhannya	asuhanɲa
asuh	asuh
asumsi	asumsi
asumtif	asumtif
asungan	asuŋan
asung	asuŋ
asurador	asurador
asuransi	asuransi
asusila	asusila
aswa	aswa
aswad	aswad
aswasada	aswasada
asyik	asjiʔ
asyura	asjura
atak	ataʔ
atan	atan
atap	atap
atar	atar
atasan	atasan
atasannya	atasanɲa
atas	atas
atase	atase
atasnya	atasɲa
atau	atau
ataukah	ataukah
ataupun	ataupun
atavisme	atavismə
ateis	ateis
ateisme	ateismə
ateistis	ateistis
atensi	atensi
ateret	atəret
ati	ati
atlas	atlas
atlet	atlet
atletik	atletiʔ
atletnya	atletɲa
atlit	atlit
atma	atma
atmometer	atmometər
atmosfer	atmosfer
atok	atoʔ
atol	atol
atom	atom
atomisasi	atomisasi
atomistis	atomistis
atraksi	atraʔsi
atraktif	atraʔtif
atribut	atribut
atributif	atributif
atrofi	atrofi
atung	atuŋ
aturan	aturan
atur	atur
atus	atus
au	au
aubade	aubadə
audi	audi
audio	audio
audiograf	audiograf
audiogram	audiogram
audiologi	audiologi
audiometer	audiometər
audiovisual	audiovisual
audit	audit
auditorium	auditorium
auk	auʔ
auksi	auʔsi
aula	aula
auman	auman
aum	aum
aung	auŋ
aura	aura
aurat	aurat
auratnya	auratɲa
aur	aur
aus	aus
autarki	autarki
autarkis	autarkis
autentik	autentiʔ
autobiografi	autobiografi
autodidak	autodidaʔ
autodidaktik	autodidaʔtiʔ
autogen	autogen
autograf	autograf
autografi	autografi
autokrasi	autoʔrasi
autokrat	autoʔrat
automatik	automatiʔ
automobil	automobil
automotif	automotif
autonomi	autonomi
autopsi	autopsi
aversi	aversi
avgas	avgas
aviasi	aviasi
aviator	aviator
avontur	avontur
avonturir	avonturir
awaair	awaʔair
awaarang	awaʔaraŋ
awa	awa
awabau	awabau
awabulu	awabulu
awabusa	awabusa
awadara	awadara
awahama	awahama
awah	awah
awai	awai
awak	awaʔ
awalan	awalan
awal	awal
awalengas	awaləŋas
awalnya	awalɲa
awam	awam
awanama	awanama
awan	awan
awangan	awaŋan
awang	awaŋ
awaracun	awaratʃun
awar	awar
awasan	awasan
awas	awas
awat	awat
awawarna	awawarna
awet	awet
awin	awin
awur	awur
awut	awut
ayah	ajah
ayahanda	ajahanda
ayahmu	ajahmu
ayahnya	ajahɲa
ayak	ajaʔ
ayakan	ajakan
ayal	ajal
ayamnya	ajamɲa
ayan	ajan
ayanda	ajanda
ayang	ajaŋ
ayap	ajap
ayapan	ajapan
ayar	ajar
ayat	ajat
ayem	ajəm
ayo	ajo
ayom	ajom
ayu	aju
ayuhai	ajuhai
ayuh	ajuh
ayum	ajum
ayuman	ajuman
ayun	ajun
